;loss;acc
0;0.20485733449459076;0.9342465996742249
1;0.18485775589942932;0.938812792301178
2;0.19265522062778473;0.9442922472953796
3;0.22203408181667328;0.922374427318573
4;0.1981300413608551;0.9324200749397278
5;0.21219348907470703;0.9383561611175537
6;0.1809554100036621;0.9438356161117554
7;0.19429856538772583;0.9369863271713257
8;0.19223009049892426;0.932876706123352
9;0.21342156827449799;0.9287671446800232
10;0.19741837680339813;0.9374428987503052
11;0.2113584578037262;0.9378995299339294
12;0.25300145149230957;0.9191780686378479
13;0.18213774263858795;0.940182626247406
14;0.22849182784557343;0.931506872177124
15;0.1908513754606247;0.9470319747924805
16;0.19066393375396729;0.9324200749397278
17;0.19476085901260376;0.9415525197982788
18;0.18790768086910248;0.9351598024368286
19;0.20771056413650513;0.9365296959877014
20;0.20590558648109436;0.9397260546684265
21;0.19207727909088135;0.9319634437561035
22;0.1942194551229477;0.9378995299339294
23;0.18983100354671478;0.9292237162590027
24;0.1861964762210846;0.9406392574310303
25;0.21781699359416962;0.9319634437561035
26;0.19684754312038422;0.9324200749397278
27;0.18725989758968353;0.9397260546684265
28;0.20596249401569366;0.9438356161117554
29;0.18857252597808838;0.9383561611175537
